Date,Year,Revenue,Quantity Sold,ModelID,ChannelID,CountryID
20/02/2019,2019.0,90345.0,4.0,11,3,3
21/02/2019,2019.0,63617.0,5.0,2,3,17
21/02/2019,2019.0,93444.0,4.0,2,3,15
21/02/2019,2019.0,113489.0,5.0,19,3,2
21/02/2019,2019.0,36487.0,4.0,23,3,13
22/02/2019,2019.0,84890.0,2.0,13,3,14
22/02/2019,2019.0,86865.0,4.0,18,3,8
22/02/2019,2019.0,76295.0,2.0,26,3,4
23/02/2019,2019.0,117702.0,4.0,18,3,6
24/02/2019,2019.0,80294.0,4.0,6,3,10
24/02/2019,2019.0,108959.0,1.0,15,3,17
24/02/2019,2019.0,106844.0,4.0,11,1,4
25/02/2019,2019.0,81564.0,2.0,5,3,17
25/02/2019,2019.0,35804.0,3.0,17,1,21
26/02/2019,2019.0,78643.0,2.0,19,3,2
27/02/2019,2019.0,119063.0,4.0,2,1,17
27/02/2019,2019.0,64635.0,5.0,24,3,19
27/02/2019,2019.0,43068.0,1.0,8,3,22
28/02/2019,2019.0,92306.0,5.0,19,3,3
28/02/2019,2019.0,97639.0,1.0,17,3,7
28/02/2019,2019.0,34163.0,1.0,18,1,16
02/03/2019,2019.0,65169.0,5.0,21,3,16
02/03/2019,2019.0,46515.0,4.0,19,3,4
03/03/2019,2019.0,101533.0,2.0,4,1,2
03/03/2019,2019.0,89432.0,5.0,15,3,18
03/03/2019,2019.0,115343.0,3.0,21,3,19
04/03/2019,2019.0,114463.0,1.0,3,3,3
04/03/2019,2019.0,97741.0,2.0,25,3,23
04/03/2019,2019.0,109517.0,3.0,5,1,6
04/03/2019,2019.0,72018.0,2.0,20,3,16
05/03/2019,2019.0,92546.0,4.0,23,1,16
05/03/2019,2019.0,110490.0,3.0,6,1,16
05/03/2019,2019.0,106167.0,5.0,7,1,12
06/03/2019,2019.0,107179.0,2.0,17,1,19
07/03/2019,2019.0,59292.0,5.0,8,3,16
07/03/2019,2019.0,88990.0,5.0,21,3,5
07/03/2019,2019.0,58949.0,2.0,4,1,13
07/03/2019,2019.0,86964.0,2.0,22,1,2
08/03/2019,2019.0,97541.0,1.0,7,1,2
08/03/2019,2019.0,97419.0,1.0,9,3,11
08/03/2019,2019.0,64527.0,3.0,2,1,5
08/03/2019,2019.0,58385.0,3.0,22,3,19
08/03/2019,2019.0,68913.0,3.0,7,1,8
09/03/2019,2019.0,104861.0,1.0,10,3,10
09/03/2019,2019.0,74133.0,5.0,25,3,4
10/03/2019,2019.0,101484.0,4.0,24,1,1
10/03/2019,2019.0,89481.0,4.0,6,3,21
10/03/2019,2019.0,44227.0,2.0,4,3,1
11/03/2019,2019.0,105969.0,1.0,16,1,17
11/03/2019,2019.0,96042.0,2.0,15,1,17
12/03/2019,2019.0,65271.0,4.0,1,3,18
12/03/2019,2019.0,112594.0,2.0,1,3,9
12/03/2019,2019.0,105653.0,1.0,12,3,19
12/03/2019,2019.0,55775.0,1.0,16,3,17
13/03/2019,2019.0,45014.0,1.0,21,1,23
13/03/2019,2019.0,69314.0,4.0,4,3,13
14/03/2019,2019.0,63336.0,1.0,23,3,6
14/03/2019,2019.0,90690.0,3.0,18,3,23
14/03/2019,2019.0,56627.0,3.0,5,3,12
15/03/2019,2019.0,37587.0,1.0,6,3,2
15/03/2019,2019.0,73023.0,3.0,13,3,22
15/03/2019,2019.0,64229.0,1.0,7,3,20
15/03/2019,2019.0,32870.0,4.0,13,3,10
15/03/2019,2019.0,77457.0,3.0,17,3,16
16/03/2019,2019.0,65500.0,4.0,1,3,23
16/03/2019,2019.0,119547.0,3.0,14,1,15
16/03/2019,2019.0,93503.0,5.0,5,1,20
17/03/2019,2019.0,92237.0,5.0,11,3,22
18/03/2019,2019.0,117694.0,4.0,5,3,1
18/03/2019,2019.0,102378.0,3.0,23,1,4
18/03/2019,2019.0,41423.0,5.0,15,1,14
19/03/2019,2019.0,49039.0,1.0,25,3,6
19/03/2019,2019.0,64511.0,2.0,24,3,16
20/03/2019,2019.0,109798.0,5.0,19,3,18
20/03/2019,2019.0,53583.0,5.0,19,1,5
20/03/2019,2019.0,52765.0,1.0,17,3,20
20/03/2019,2019.0,106730.0,5.0,21,3,18
20/03/2019,2019.0,94546.0,5.0,16,3,18
20/03/2019,2019.0,69530.0,5.0,7,3,14
20/03/2019,2019.0,58111.0,3.0,16,3,18
20/03/2019,2019.0,31076.0,5.0,26,3,21
21/03/2019,2019.0,106752.0,2.0,2,1,17
22/03/2019,2019.0,44567.0,3.0,10,3,14
23/03/2019,2019.0,70289.0,3.0,6,3,19
23/03/2019,2019.0,63299.0,4.0,3,1,17
23/03/2019,2019.0,54463.0,5.0,2,3,11
23/03/2019,2019.0,107195.0,2.0,15,3,12
24/03/2019,2019.0,80978.0,2.0,15,3,16
25/03/2019,2019.0,61852.0,4.0,22,3,22
25/03/2019,2019.0,76779.0,2.0,17,1,7
26/03/2019,2019.0,58333.0,3.0,20,3,17
26/03/2019,2019.0,41629.0,1.0,25,1,7
26/03/2019,2019.0,68648.0,3.0,6,3,12
26/03/2019,2019.0,102681.0,1.0,1,3,14
26/03/2019,2019.0,62919.0,2.0,23,3,14
26/03/2019,2019.0,84289.0,5.0,14,3,21
27/03/2019,2019.0,85441.0,1.0,16,3,10
27/03/2019,2019.0,119294.0,3.0,13,3,21
27/03/2019,2019.0,76809.0,3.0,18,3,9
27/03/2019,2019.0,106031.0,3.0,11,3,1
27/03/2019,2019.0,68875.0,3.0,23,3,6
28/03/2019,2019.0,42069.0,4.0,5,1,4
28/03/2019,2019.0,93726.0,2.0,22,1,8
28/03/2019,2019.0,114682.0,5.0,16,3,14
28/03/2019,2019.0,49887.0,4.0,24,1,15
29/03/2019,2019.0,30605.0,2.0,8,3,18
29/03/2019,2019.0,107952.0,1.0,16,3,9
30/03/2019,2019.0,84697.0,4.0,13,3,21
30/03/2019,2019.0,83649.0,4.0,9,3,23
31/03/2019,2019.0,114559.0,4.0,15,1,3
31/03/2019,2019.0,73426.0,4.0,19,3,8
31/03/2019,2019.0,71682.0,1.0,15,3,2
01/04/2019,2019.0,73388.0,3.0,18,1,8
01/04/2019,2019.0,80142.0,4.0,20,1,4
01/04/2019,2019.0,90049.0,2.0,24,3,19
02/04/2019,2019.0,100540.0,3.0,9,3,21
02/04/2019,2019.0,90361.0,1.0,14,3,8
03/04/2019,2019.0,64519.0,5.0,1,1,14
03/04/2019,2019.0,118992.0,1.0,24,3,4
05/04/2019,2019.0,88353.0,5.0,12,3,21
05/04/2019,2019.0,69648.0,2.0,23,3,7
05/04/2019,2019.0,33573.0,5.0,3,3,22
05/04/2019,2019.0,106859.0,4.0,4,3,4
05/04/2019,2019.0,91599.0,3.0,23,3,21
05/04/2019,2019.0,103965.0,3.0,8,3,19
06/04/2019,2019.0,110373.0,4.0,4,3,6
06/04/2019,2019.0,65377.0,3.0,5,3,23
07/04/2019,2019.0,116923.0,1.0,26,3,14
07/04/2019,2019.0,114728.0,4.0,11,3,8
07/04/2019,2019.0,72986.0,4.0,8,3,14
07/04/2019,2019.0,53810.0,3.0,17,3,14
07/04/2019,2019.0,69768.0,5.0,24,1,6
08/04/2019,2019.0,60100.0,2.0,16,3,10
08/04/2019,2019.0,112871.0,5.0,24,3,3
08/04/2019,2019.0,91264.0,1.0,6,3,21
09/04/2019,2019.0,67269.0,4.0,14,3,18
09/04/2019,2019.0,79781.0,4.0,4,1,8
09/04/2019,2019.0,89113.0,1.0,19,3,18
09/04/2019,2019.0,79190.0,2.0,7,1,19
09/04/2019,2019.0,33646.0,4.0,11,3,18
10/04/2019,2019.0,88413.0,5.0,22,1,16
10/04/2019,2019.0,84626.0,1.0,20,3,3
10/04/2019,2019.0,103750.0,4.0,21,1,16
12/04/2019,2019.0,48001.0,5.0,25,3,16
12/04/2019,2019.0,105043.0,1.0,7,3,3
13/04/2019,2019.0,95039.0,1.0,25,1,12
13/04/2019,2019.0,38360.0,1.0,1,1,2
14/04/2019,2019.0,57014.0,2.0,25,3,7
15/04/2019,2019.0,115658.0,1.0,5,3,2
15/04/2019,2019.0,34909.0,3.0,6,3,17
15/04/2019,2019.0,107090.0,3.0,3,3,2
16/04/2019,2019.0,62007.0,1.0,21,1,12
16/04/2019,2019.0,112141.0,4.0,20,3,20
17/04/2019,2019.0,117691.0,3.0,14,1,3
17/04/2019,2019.0,112990.0,5.0,7,3,12
17/04/2019,2019.0,78556.0,5.0,4,3,21
17/04/2019,2019.0,93177.0,4.0,18,3,1
17/04/2019,2019.0,98495.0,5.0,20,1,3
18/04/2019,2019.0,44559.0,4.0,5,1,8
19/04/2019,2019.0,110919.0,5.0,8,3,2
19/04/2019,2019.0,66963.0,1.0,16,1,21
19/04/2019,2019.0,101521.0,5.0,24,1,17
20/04/2019,2019.0,98201.0,1.0,6,3,20
20/04/2019,2019.0,42869.0,5.0,17,3,16
20/04/2019,2019.0,74974.0,5.0,25,1,17
20/04/2019,2019.0,110535.0,5.0,11,1,19
20/04/2019,2019.0,106489.0,1.0,9,1,3
21/04/2019,2019.0,79117.0,5.0,23,1,7
21/04/2019,2019.0,57609.0,5.0,14,1,15
22/04/2019,2019.0,93956.0,2.0,18,3,1
22/04/2019,2019.0,32976.0,1.0,6,1,20
22/04/2019,2019.0,53138.0,3.0,14,3,7
22/04/2019,2019.0,47843.0,4.0,13,3,4
22/04/2019,2019.0,62559.0,2.0,18,1,19
22/04/2019,2019.0,108255.0,5.0,13,1,7
23/04/2019,2019.0,64162.0,3.0,1,3,15
23/04/2019,2019.0,59048.0,3.0,12,3,19
23/04/2019,2019.0,106347.0,5.0,16,1,10
23/04/2019,2019.0,104397.0,5.0,11,3,20
23/04/2019,2019.0,81759.0,2.0,11,3,10
23/04/2019,2019.0,48220.0,1.0,12,3,18
23/04/2019,2019.0,31887.0,2.0,8,3,20
24/04/2019,2019.0,93153.0,1.0,26,3,3
24/04/2019,2019.0,44852.0,3.0,18,1,11
24/04/2019,2019.0,86938.0,4.0,26,3,15
25/04/2019,2019.0,104398.0,5.0,13,3,9
25/04/2019,2019.0,49351.0,2.0,13,3,18
26/04/2019,2019.0,116506.0,3.0,5,1,3
26/04/2019,2019.0,82513.0,2.0,11,3,21
27/04/2019,2019.0,74619.0,1.0,17,3,19
27/04/2019,2019.0,30207.0,5.0,18,3,16
27/04/2019,2019.0,51400.0,1.0,14,3,14
27/04/2019,2019.0,88822.0,1.0,21,3,16
27/04/2019,2019.0,70682.0,1.0,1,1,10
28/04/2019,2019.0,83168.0,3.0,5,3,16
28/04/2019,2019.0,104873.0,5.0,13,3,23
28/04/2019,2019.0,62669.0,4.0,13,3,20
29/04/2019,2019.0,80354.0,2.0,9,1,18
30/04/2019,2019.0,82287.0,1.0,22,3,18
01/05/2019,2019.0,53536.0,5.0,1,1,21
01/05/2019,2019.0,105998.0,2.0,9,1,12
02/05/2019,2019.0,46938.0,5.0,22,3,10
02/05/2019,2019.0,109944.0,2.0,25,3,19
03/05/2019,2019.0,117009.0,5.0,20,3,17
03/05/2019,2019.0,55724.0,4.0,18,3,1
03/05/2019,2019.0,89379.0,5.0,16,3,12
03/05/2019,2019.0,40564.0,5.0,25,3,10
04/05/2019,2019.0,35456.0,1.0,7,3,6
04/05/2019,2019.0,98517.0,1.0,14,3,15
05/05/2019,2019.0,94685.0,1.0,10,3,17
05/05/2019,2019.0,82018.0,5.0,14,1,23
05/05/2019,2019.0,82214.0,4.0,18,1,16
06/05/2019,2019.0,79954.0,2.0,12,3,22
08/05/2019,2019.0,89423.0,1.0,17,3,10
08/05/2019,2019.0,91388.0,3.0,25,3,1
08/05/2019,2019.0,72448.0,5.0,16,1,2
09/05/2019,2019.0,32846.0,4.0,7,3,10
09/05/2019,2019.0,100400.0,4.0,16,3,23
09/05/2019,2019.0,92740.0,1.0,22,1,4
09/05/2019,2019.0,40711.0,1.0,3,3,12
09/05/2019,2019.0,95036.0,3.0,26,1,10
09/05/2019,2019.0,50563.0,3.0,8,3,21
10/05/2019,2019.0,62800.0,1.0,23,3,3
10/05/2019,2019.0,75440.0,2.0,7,3,23
11/05/2019,2019.0,88527.0,1.0,4,1,18
11/05/2019,2019.0,76546.0,1.0,12,3,10
11/05/2019,2019.0,94547.0,4.0,25,3,11
11/05/2019,2019.0,38712.0,1.0,20,3,8
11/05/2019,2019.0,106169.0,1.0,25,3,20
12/05/2019,2019.0,53321.0,1.0,11,3,17
12/05/2019,2019.0,103746.0,2.0,6,3,11
13/05/2019,2019.0,43806.0,4.0,22,3,9
13/05/2019,2019.0,114683.0,5.0,23,3,18
13/05/2019,2019.0,80117.0,5.0,23,3,17
13/05/2019,2019.0,92415.0,5.0,1,3,15
14/05/2019,2019.0,36732.0,5.0,22,1,16
15/05/2019,2019.0,46972.0,4.0,16,3,4
16/05/2019,2019.0,93571.0,1.0,13,1,22
16/05/2019,2019.0,78555.0,5.0,18,1,9
16/05/2019,2019.0,109712.0,1.0,18,1,21
16/05/2019,2019.0,68210.0,5.0,25,3,4
16/05/2019,2019.0,72124.0,2.0,24,3,15
16/05/2019,2019.0,46956.0,1.0,14,3,15
17/05/2019,2019.0,119686.0,4.0,15,3,21
17/05/2019,2019.0,30318.0,2.0,9,3,16
18/05/2019,2019.0,96611.0,2.0,6,3,19
18/05/2019,2019.0,60172.0,4.0,26,3,18
18/05/2019,2019.0,107313.0,2.0,3,1,17
19/05/2019,2019.0,111795.0,1.0,21,3,1
19/05/2019,2019.0,80764.0,3.0,22,1,9
20/05/2019,2019.0,47401.0,3.0,5,3,9
20/05/2019,2019.0,73034.0,5.0,12,3,23
21/05/2019,2019.0,116257.0,5.0,4,3,20
21/05/2019,2019.0,58082.0,1.0,12,3,8
23/05/2019,2019.0,62021.0,4.0,24,3,9
23/05/2019,2019.0,48540.0,1.0,14,3,8
23/05/2019,2019.0,31705.0,5.0,15,3,8
24/05/2019,2019.0,107492.0,2.0,24,3,18
25/05/2019,2019.0,63785.0,1.0,24,1,17
25/05/2019,2019.0,96153.0,1.0,1,3,4
26/05/2019,2019.0,58604.0,4.0,16,1,13
27/05/2019,2019.0,75588.0,5.0,14,1,15
27/05/2019,2019.0,46838.0,1.0,22,3,3
27/05/2019,2019.0,46439.0,2.0,23,1,13
28/05/2019,2019.0,116840.0,2.0,7,3,23
28/05/2019,2019.0,45316.0,3.0,7,3,2
28/05/2019,2019.0,107700.0,5.0,11,3,12
29/05/2019,2019.0,68738.0,2.0,23,3,19
29/05/2019,2019.0,68941.0,4.0,22,3,4
29/05/2019,2019.0,90766.0,5.0,9,3,19
29/05/2019,2019.0,47674.0,2.0,1,3,21
29/05/2019,2019.0,36861.0,1.0,19,3,12
30/05/2019,2019.0,92137.0,5.0,18,3,14
30/05/2019,2019.0,117057.0,2.0,17,3,21
30/05/2019,2019.0,53031.0,1.0,1,3,17
31/05/2019,2019.0,117610.0,3.0,18,3,16
31/05/2019,2019.0,114576.0,5.0,8,3,17
01/06/2019,2019.0,92484.0,5.0,16,3,11
02/06/2019,2019.0,88151.0,2.0,12,3,15
02/06/2019,2019.0,41117.0,3.0,8,3,9
02/06/2019,2019.0,48989.0,4.0,20,3,23
03/06/2019,2019.0,98737.0,2.0,17,3,12
03/06/2019,2019.0,102321.0,2.0,24,3,14
04/06/2019,2019.0,58090.0,4.0,24,3,22
04/06/2019,2019.0,108671.0,4.0,4,3,19
05/06/2019,2019.0,102372.0,4.0,26,1,6
05/06/2019,2019.0,35618.0,4.0,6,3,10
05/06/2019,2019.0,31595.0,4.0,10,1,12
05/06/2019,2019.0,40000.0,1.0,13,3,20
07/06/2019,2019.0,103768.0,1.0,5,3,5
07/06/2019,2019.0,102076.0,4.0,16,1,2
07/06/2019,2019.0,77031.0,3.0,19,3,22
08/06/2019,2019.0,118366.0,3.0,9,3,22
08/06/2019,2019.0,38250.0,4.0,2,3,16
08/06/2019,2019.0,75311.0,1.0,25,1,23
09/06/2019,2019.0,33667.0,3.0,26,3,15
09/06/2019,2019.0,109351.0,1.0,17,1,10
09/06/2019,2019.0,35289.0,2.0,18,1,12
10/06/2019,2019.0,114116.0,1.0,26,3,3
10/06/2019,2019.0,40300.0,4.0,17,1,10
10/06/2019,2019.0,85485.0,5.0,4,1,12
10/06/2019,2019.0,83866.0,4.0,4,3,17
11/06/2019,2019.0,80700.0,2.0,9,3,8
11/06/2019,2019.0,105593.0,1.0,21,3,23
11/06/2019,2019.0,98237.0,3.0,21,3,4
11/06/2019,2019.0,46877.0,4.0,13,3,8
11/06/2019,2019.0,67729.0,3.0,3,3,17
11/06/2019,2019.0,115312.0,1.0,3,1,5
11/06/2019,2019.0,62205.0,2.0,23,3,20
12/06/2019,2019.0,112299.0,4.0,18,1,21
13/06/2019,2019.0,71709.0,3.0,17,3,4
14/06/2019,2019.0,49046.0,4.0,3,1,17
14/06/2019,2019.0,33532.0,4.0,4,3,12
14/06/2019,2019.0,74776.0,3.0,17,1,17
15/06/2019,2019.0,77743.0,2.0,8,3,20
15/06/2019,2019.0,45646.0,4.0,1,3,11
16/06/2019,2019.0,111298.0,2.0,10,3,20
17/06/2019,2019.0,76898.0,2.0,18,3,5
17/06/2019,2019.0,33468.0,1.0,22,3,13
17/06/2019,2019.0,117236.0,3.0,10,3,18
18/06/2019,2019.0,38834.0,1.0,7,3,9
18/06/2019,2019.0,97035.0,5.0,14,3,10
18/06/2019,2019.0,104627.0,1.0,1,1,9
18/06/2019,2019.0,71280.0,4.0,2,1,1
19/06/2019,2019.0,109396.0,4.0,2,3,19
19/06/2019,2019.0,57841.0,4.0,26,1,2
20/06/2019,2019.0,71121.0,5.0,5,1,16
20/06/2019,2019.0,53462.0,2.0,25,1,1
21/06/2019,2019.0,69606.0,4.0,23,3,4
21/06/2019,2019.0,98273.0,1.0,16,1,1
21/06/2019,2019.0,74055.0,2.0,11,1,7
21/06/2019,2019.0,42054.0,1.0,2,1,15
21/06/2019,2019.0,59865.0,1.0,6,3,14
21/06/2019,2019.0,53382.0,4.0,11,1,17
22/06/2019,2019.0,33816.0,1.0,22,3,2
22/06/2019,2019.0,43052.0,5.0,16,3,6
23/06/2019,2019.0,93815.0,2.0,7,3,16
24/06/2019,2019.0,114482.0,4.0,3,1,8
24/06/2019,2019.0,39530.0,4.0,12,3,20
25/06/2019,2019.0,110641.0,1.0,10,3,17
25/06/2019,2019.0,108731.0,1.0,25,3,17
26/06/2019,2019.0,115176.0,3.0,3,3,16
26/06/2019,2019.0,43598.0,3.0,13,3,3
26/06/2019,2019.0,69128.0,4.0,5,1,19
26/06/2019,2019.0,98230.0,4.0,9,3,16
26/06/2019,2019.0,73452.0,1.0,3,3,22
26/06/2019,2019.0,80109.0,5.0,14,1,5
27/06/2019,2019.0,30372.0,5.0,10,3,5
27/06/2019,2019.0,91604.0,1.0,21,1,19
27/06/2019,2019.0,78266.0,3.0,3,3,1
28/06/2019,2019.0,74688.0,3.0,8,3,16
28/06/2019,2019.0,57141.0,5.0,13,3,21
28/06/2019,2019.0,31642.0,4.0,18,1,3
28/06/2019,2019.0,89347.0,1.0,25,3,4
29/06/2019,2019.0,64139.0,4.0,21,3,16
29/06/2019,2019.0,88694.0,3.0,24,1,1
29/06/2019,2019.0,40002.0,5.0,8,3,14
30/06/2019,2019.0,55030.0,4.0,1,1,4
30/06/2019,2019.0,90635.0,3.0,25,3,23
30/06/2019,2019.0,47645.0,3.0,6,3,2
01/07/2019,2019.0,76335.0,3.0,6,3,1
01/07/2019,2019.0,55180.0,4.0,15,1,7
02/07/2019,2019.0,48226.0,2.0,12,3,7
03/07/2019,2019.0,82262.0,5.0,21,1,9
03/07/2019,2019.0,41369.0,3.0,7,1,17
03/07/2019,2019.0,82685.0,4.0,25,1,2
03/07/2019,2019.0,106848.0,1.0,2,3,4
04/07/2019,2019.0,58194.0,5.0,2,3,15
04/07/2019,2019.0,57419.0,1.0,7,3,14
04/07/2019,2019.0,114644.0,1.0,26,3,16
05/07/2019,2019.0,81069.0,4.0,8,3,15
